timestamp,x,y,jump,saccade
1770713833.377775,144,470,0,0
1770713833.390383,143,470,0,0
1770713833.400041,150,470,0,0
1770713833.411642,185,470,0,0
1770713833.420075,285,470,0,0
1770713833.426601,271,470,0,0
1770713833.434048,325,470,0,0
1770713833.441506,277,470,0,0
1770713833.450262,299,470,0,0
1770713833.46174,461,470,0,0
1770713833.490487,427,470,0,0
1770713833.500871,487,470,0,0
1770713833.510401,429,470,0,0
1770713833.521309,482,470,0,0
1770713833.530235,477,470,0,0
1770713833.541849,463,470,0,0
1770713833.550647,476,470,0,0
1770713833.562144,476,470,0,0
1770713833.571292,524,470,0,0
1770713833.582378,722,470,0,0
1770713833.59199,719,470,0,0
1770713833.6032,647,470,0,0
1770713833.613484,626,470,0,0
1770713833.623882,637,470,0,0
1770713833.633296,680,470,0,0
1770713833.645248,885,470,0,0
1770713833.654141,922,470,0,0
1770713833.665125,940,470,0,0
1770713833.67444,936,470,0,0
1770713833.686044,820,470,0,0
1770713833.695519,868,470,0,0
1770713833.706834,842,470,0,0
1770713833.716572,814,470,0,0
1770713833.727612,848,470,0,0
1770713833.736681,943,470,0,0
1770713833.7475,1049,470,0,0
1770713833.756588,997,470,0,1
1770713833.767537,1065,470,0,1
1770713833.776594,1103,470,0,1
1770713833.788077,1493,470,0,1
1770713833.797383,1499,470,0,0
1770713833.809022,1514,470,0,0
1770713833.818636,1455,470,0,0
1770713833.830338,1451,470,0,0
1770713833.839129,1398,470,0,0
1770713833.849908,1395,470,0,0
1770713833.859272,1379,470,0,0
1770713833.870772,1338,470,0,0
1770713833.879541,1452,470,0,0
1770713833.890178,1440,470,0,0
1770713833.899558,1419,470,0,0
1770713833.910362,1518,470,0,0
1770713833.919301,1477,470,0,0
1770713833.930779,1470,470,0,0
1770713833.939392,1488,470,0,0
1770713833.950024,1505,470,0,0
1770713834.031098,274,909,0,0
1770713834.041029,281,909,0,0
1770713834.051844,264,909,0,0
1770713834.060611,299,909,0,0
1770713834.071234,260,909,0,0
1770713834.079904,249,909,0,0
1770713834.09151,216,909,0,0
1770713834.100406,187,909,0,0
1770713834.112295,196,909,0,0
1770713834.12119,163,909,0,0
1770713834.132208,206,909,0,0
1770713834.141657,217,909,0,0
1770713834.153817,260,909,0,0
1770713834.163454,238,909,0,0
1770713834.174459,216,909,0,0
1770713834.18347,243,909,0,0
1770713834.194351,256,909,0,0
1770713834.203467,228,909,0,0
1770713834.214643,263,909,0,0
1770713834.223701,268,909,0,0
1770713834.234392,343,909,0,0
1770713834.244392,372,909,0,0
1770713834.255826,390,909,0,0
1770713834.265277,374,909,0,0
1770713834.276597,389,909,0,0
1770713834.286195,387,909,0,0
1770713834.297473,361,909,0,0
1770713834.306774,508,909,0,0
1770713834.317567,501,909,0,0
1770713834.327047,510,909,0,0
1770713834.338201,498,909,0,0
1770713834.347658,499,909,0,0
1770713834.424752,518,909,0,0
1770713834.433426,563,909,0,0
1770713834.443835,760,909,0,0
1770713834.45291,801,909,0,0
1770713834.464684,702,909,0,0
1770713834.473734,713,909,0,0
1770713834.484481,758,909,0,0
1770713834.493777,761,909,0,0
1770713834.50494,759,909,0,0
1770713834.514842,753,909,0,0
1770713834.526039,868,909,0,0
1770713834.535373,929,909,0,0
1770713834.545898,946,909,0,0
1770713834.555155,894,909,0,0
1770713834.56685,1000,909,0,0
1770713834.575895,946,909,0,0
1770713834.58708,947,909,0,0
1770713834.595663,977,909,0,0
1770713834.607672,967,909,0,0
1770713834.61645,988,909,0,0
1770713834.627662,992,909,0,0
1770713834.636871,1053,909,0,0
1770713834.647785,1058,909,0,0
1770713834.65695,1078,909,0,0
1770713834.667647,1082,909,0,0
1770713834.677692,1111,909,0,0
1770713834.689103,1105,909,0,0
