timestamp,x,y
1771005003.16814,2345,1165
1771005003.178811,2375,1188
1771005003.188615,2563,1173
1771005003.199822,2572,1199
1771005003.208833,2627,1251
1771005003.219963,2657,1225
1771005003.229579,2632,1232
1771005003.241356,2622,1218
1771005003.250358,2544,1228
1771005003.261695,2590,1201
1771005003.271226,2600,1186
1771005003.282759,2443,1150
1771005003.292173,2411,1159
1771005003.304361,2368,1195
1771005003.31396,2385,1160
1771005003.325448,2403,1162
1771005003.334773,2452,1215
1771005003.415153,2501,1150
1771005003.425067,2597,1086
1771005003.437166,2671,1065
1771005003.44656,2685,1056
1771005003.458609,2741,1031
1771005003.46802,2788,1035
1771005003.478412,2819,1003
1771005003.488388,2672,1049
1771005003.499321,2733,980
1771005003.509274,2730,1083
1771005003.520154,2725,1012
1771005003.530611,2696,1038
1771005003.542109,2726,991
1771005003.55176,2739,1007
1771005003.562818,2764,1012
1771005003.572379,2727,1024
1771005003.584056,2291,1031
1771005003.593607,1591,1288
1771005003.604612,1462,1341
1771005003.613864,1314,1452
1771005003.624488,1122,1546
1771005003.634015,1142,1632
1771005003.644864,1226,1513
1771005003.654006,996,1549
1771005003.665278,1068,1683
1771005003.675701,1123,1695
1771005003.686697,1068,1729
1771005003.696371,1123,1742
1771005003.707834,1174,1667
1771005003.717567,1217,1685
1771005003.728293,1151,1701
1771005003.737928,1322,1679
1771005003.749745,1537,1556
1771005003.75911,1587,1620
1771005003.769994,1429,1572
1771005003.780187,1521,1723
1771005003.791285,1543,1701
1771005003.801121,1510,1688
1771005003.81191,1646,1585
1771005003.821821,1671,1599
1771005003.832695,1658,1576
1771005003.842134,1662,1627
1771005003.853602,1659,1641
1771005003.862896,1828,1691
1771005003.895348,2086,1637
1771005003.90524,2155,1567
1771005003.916463,2125,1556
1771005003.926382,2043,1503
1771005003.937666,2221,1515
1771005003.946841,2212,1553
1771005003.958933,2164,1539
1771005003.968612,2225,1475
1771005003.97939,2122,1440
1771005003.989549,1872,1204
1771005004.002027,2047,1497
1771005004.011029,2103,1475
1771005004.022953,1977,1513
1771005004.033148,1981,1505
1771005004.044838,2152,1525
1771005004.054167,2212,1513
1771005004.06537,2263,1507
1771005004.075444,2251,1512
1771005004.08719,2203,1486
1771005004.096968,2291,1496
1771005004.109189,2266,1483
1771005004.230826,2354,1417
1771005004.2402,2455,1363
1771005004.251918,2335,1389
1771005004.261267,2412,1412
1771005004.272238,2445,1365
1771005004.28165,2379,1359
1771005004.293066,2488,1392
1771005004.303279,2507,1366
1771005004.31435,2420,1374
1771005004.32467,2461,1424
1771005004.336963,2552,1407
1771005004.346281,2619,1474
1771005004.357667,2654,1395
1771005004.367362,2672,1454
1771005004.378323,2653,1419
1771005004.387446,2684,1406
1771005004.399109,2827,1281
1771005004.409117,2706,1282
1771005004.42005,2761,1268
1771005004.429148,2650,1315
