timestamp,x,y,jump,saccade
1771004999.043374,549,83.77108433734941,0,0
1771004999.055387,839,112.77108433734941,0,0
1771004999.065163,737,134.7710843373494,0,0
1771004999.076727,754,149.7710843373494,0,0
1771004999.085926,563,158.7710843373494,0,0
1771004999.097062,466,162.7710843373494,0,0
1771004999.106541,572,162.7710843373494,0,0
1771004999.117472,544,158.7710843373494,0,0
1771004999.126619,427,152.7710843373494,0,0
1771004999.137646,536,143.7710843373494,0,0
1771004999.147136,471,133.7710843373494,0,0
1771004999.158654,487,122.77108433734941,0,0
1771004999.168101,461,109.77108433734941,0,0
1771004999.178908,434,96.77108433734941,0,0
1771004999.188273,579,83.77108433734941,0,0
1771004999.19868,595,70.77108433734941,0,0
1771004999.207845,620,56.77108433734941,0,0
1771004999.219056,621,43.77108433734941,0,0
1771004999.228634,582,30.771084337349407,0,0
1771004999.239656,621,17.771084337349407,0,0
1771004999.249714,688,6.771084337349407,0,0
1771004999.261079,746,-3.228915662650593,0,0
1771004999.270784,819,-12.228915662650593,0,0
1771004999.281615,958,-19.228915662650593,0,0
1771004999.291424,848,-24.228915662650593,0,0
1771004999.302097,740,-27.228915662650593,0,0
1771004999.311011,748,-29.228915662650593,0,0
1771004999.32273,793,-29.228915662650593,0,0
1771004999.331952,780,-28.228915662650593,0,0
1771004999.342896,886,-27.228915662650593,0,0
1771004999.351818,896,-26.228915662650593,0,0
1771004999.363122,913,-24.228915662650593,0,0
1771004999.371688,949,-23.228915662650593,0,0
1771004999.382093,984,-22.228915662650593,0,0
1771004999.39224,993,-22.228915662650593,0,0
1771004999.402914,839,-21.228915662650593,0,0
1771004999.41201,897,-21.228915662650593,0,0
1771004999.422283,984,-21.228915662650593,0,0
1771004999.432307,1109,-21.228915662650593,0,0
1771004999.443431,1128,-20.228915662650593,0,0
1771004999.4531,1222,-18.228915662650593,0,0
1771004999.463753,1103,-14.228915662650593,0,0
1771004999.473074,971,-9.228915662650593,0,0
1771004999.483834,1077,-1.2289156626505928,0,0
1771004999.49348,1009,8.771084337349407,0,0
1771004999.50517,1007,21.771084337349407,0,0
1771004999.514456,991,36.77108433734941,0,0
1771004999.525853,1005,54.77108433734941,0,0
1771004999.535882,1019,74.77108433734941,0,1
1771004999.547988,1063,96.77108433734941,0,1
1771004999.559023,1083,120.77108433734941,0,1
1771004999.570518,1364,144.7710843373494,0,1
1771004999.63202,1404,169.7710843373494,0,0
1771004999.641273,1399,193.7710843373494,0,0
1771004999.652908,1286,216.7710843373494,0,0
1771004999.694455,1523,238.7710843373494,0,0
1771004999.704085,1326,258.7710843373494,0,0
1771004999.715487,1410,275.7710843373494,0,0
1771004999.725566,1443,290.7710843373494,0,0
1771004999.735972,1492,302.7710843373494,0,0
1771004999.745499,1452,311.7710843373494,0,0
1771004999.756808,1433,317.7710843373494,0,0
1771004999.766163,1441,320.7710843373494,0,0
1771004999.777065,1484,320.7710843373494,0,0
1771004999.787158,1534,317.7710843373494,0,0
1771004999.79858,1488,312.7710843373494,0,0
1771004999.808568,1424,305.7710843373494,0,0
1771004999.81941,1446,296.7710843373494,0,0
1771004999.828999,1477,286.7710843373494,0,0
1771004999.840216,1473,276.7710843373494,0,0
1771004999.849663,1465,265.7710843373494,0,0
1771004999.861256,1489,254.7710843373494,0,0
1771004999.870611,1541,243.7710843373494,0,0
1771004999.881504,1523,232.7710843373494,0,0
1771004999.891506,1505,221.7710843373494,0,0
1771004999.903176,1468,209.7710843373494,0,0
1771004999.912407,1413,197.7710843373494,0,0
1771004999.923851,1370,185.7710843373494,0,0
1771004999.933144,1330,173.7710843373494,0,0
1771004999.944164,1356,161.7710843373494,0,0
1771004999.953274,1412,151.7710843373494,0,0
1771004999.963996,1419,141.7710843373494,0,0
1771004999.973968,1448,133.7710843373494,0,0
1771004999.985107,1139,373,1,0
1771004999.994888,785,369,1,0
1771005000.006341,500,366,1,0
1771005000.081844,583,365,1,0
1771005000.092712,547,366,1,0
1771005000.101727,405,368,1,0
1771005000.113084,615,372,1,0
1771005000.122564,754,242.71590909090907,0,0
1771005000.134279,591,247.71590909090907,0,0
1771005000.144408,538,252.71590909090907,0,0
1771005000.155896,682,256.71590909090907,0,0
1771005000.165329,725,259.71590909090907,0,0
1771005000.176615,690,261.71590909090907,0,0
1771005000.186503,711,262.71590909090907,0,0
1771005000.197485,674,261.71590909090907,0,0
1771005000.206487,627,259.71590909090907,0,0
1771005000.218633,654,255.71590909090907,0,0
1771005000.227961,634,251.71590909090907,0,0
1771005000.239585,604,245.71590909090907,0,0
1771005000.248977,656,239.71590909090907,0,0
1771005000.261204,629,232.71590909090907,0,0
1771005000.270979,611,226.71590909090907,0,0
1771005000.281463,788,219.71590909090907,0,0
1771005000.291134,862,213.71590909090907,0,0
1771005000.302219,864,208.71590909090907,0,0
1771005000.311784,806,203.71590909090907,0,0
1771005000.322947,897,199.71590909090907,0,0
1771005000.332418,874,195.71590909090907,0,0
1771005000.344101,860,192.71590909090907,0,0
1771005000.353064,872,189.71590909090907,0,0
1771005000.365118,957,187.71590909090907,0,0
1771005000.374045,1040,185.71590909090907,0,0
1771005000.385167,929,183.71590909090907,0,0
1771005000.394817,934,181.71590909090907,0,0
1771005000.406386,924,179.71590909090907,0,0
1771005000.415248,888,177.71590909090907,0,0
1771005000.426741,802,174.71590909090907,0,0
1771005000.43604,927,171.71590909090907,0,0
1771005000.447343,1057,168.71590909090907,0,0
1771005000.457579,1061,165.71590909090907,0,0
1771005000.469204,1039,162.71590909090907,0,0
1771005000.479092,1057,160.71590909090907,0,0
1771005000.490658,1172,159.71590909090907,0,0
1771005000.500255,1096,160.71590909090907,0,0
1771005000.511567,1164,163.71590909090907,0,0
1771005000.520593,1120,168.71590909090907,0,0
1771005000.532112,1204,175.71590909090907,0,0
1771005000.542223,1113,184.71590909090907,0,0
1771005000.554098,1191,195.71590909090907,0,0
1771005000.564208,1161,208.71590909090907,0,0
1771005000.575568,1117,223.71590909090907,0,0
1771005000.58524,1169,239.71590909090907,0,0
1771005000.59717,1193,256.71590909090907,0,0
1771005000.606704,1322,274.71590909090907,0,0
1771005000.617758,1276,291.71590909090907,0,0
1771005000.627867,1253,307.71590909090907,0,0
1771005000.638947,1292,322.71590909090907,0,0
1771005000.649084,1351,336.71590909090907,0,0
1771005000.660798,1352,348.71590909090907,0,0
1771005000.670537,1305,358.71590909090907,0,0
1771005000.681947,1315,366.71590909090907,0,0
1771005000.691583,1389,373.71590909090907,0,0
1771005000.70304,1773,378.71590909090907,0,0
1771005000.76712,1381,381.71590909090907,0,0
1771005000.777453,1299,383.71590909090907,0,0
1771005000.788803,1318,384.71590909090907,0,0
1771005000.798411,1325,384.71590909090907,0,0
1771005000.810256,1330,384.71590909090907,0,0
1771005000.819602,1344,383.71590909090907,0,0
1771005000.831815,1381,381.71590909090907,0,0
1771005000.893254,1385,379.71590909090907,0,0
1771005000.903171,1623,376.71590909090907,0,0
1771005000.914819,1561,372.71590909090907,0,0
1771005000.924471,1614,369.71590909090907,0,0
1771005000.936085,1518,365.71590909090907,0,0
1771005000.945835,1515,362.71590909090907,0,0
1771005000.956628,1537,359.71590909090907,0,0
1771005000.965992,1516,357.71590909090907,0,0
1771005000.977089,1571,355.71590909090907,0,0
1771005000.986851,1655,354.71590909090907,0,0
1771005000.998754,1628,353.71590909090907,0,0
1771005001.008192,1682,353.71590909090907,0,0
1771005001.018668,1768,353.71590909090907,0,0
1771005001.028711,1769,353.71590909090907,0,0
1771005001.03996,1763,352.71590909090907,0,0
1771005001.04954,1711,351.71590909090907,0,0
1771005001.060581,1667,348.71590909090907,0,0
1771005001.07064,1615,344.71590909090907,0,0
1771005001.081381,1592,338.71590909090907,0,0
1771005001.090821,1510,330.71590909090907,0,0
1771005001.169468,1528,321.71590909090907,0,0
