timestamp,x,y,jump,saccade
1770684382.663852,109,470,0,0
1770684382.677258,222,470,0,0
1770684382.687725,103,470,0,0
1770684382.696836,228,470,0,0
1770684382.707433,118,470,0,0
1770684382.718785,209,470,0,0
1770684382.73132,49,470,0,0
1770684382.75316,87,470,0,0
1770684382.769861,102,470,0,0
1770684382.78559,54,470,0,0
1770684382.799551,67,470,0,0
1770684382.813532,177,470,0,0
1770684382.825598,207,470,0,0
1770684382.839565,122,470,0,0
1770684382.851493,122,470,0,0
1770684382.864251,117,470,0,0
1770684382.874336,119,470,0,0
1770684382.88641,119,470,0,0
1770684382.896671,104,470,0,0
1770684382.908661,116,470,0,0
1770684382.918678,142,470,0,0
1770684382.930881,148,470,0,0
1770684382.941545,156,470,0,0
1770684382.953037,167,470,0,0
1770684382.963125,228,470,0,0
1770684382.975436,363,470,0,0
1770684382.988715,293,470,0,0
1770684383.007699,323,470,0,0
1770684383.021639,301,470,0,0
1770684383.035634,323,470,0,0
1770684383.046908,353,470,0,0
1770684383.063022,384,470,0,0
1770684383.07627,350,470,0,0
1770684383.100744,346,470,0,0
1770684383.112021,346,470,0,0
1770684383.124546,542,470,0,0
1770684383.135253,632,470,0,0
1770684383.147185,698,470,0,0
1770684383.159445,594,470,0,0
1770684383.172333,725,470,0,0
1770684383.191568,650,470,0,0
1770684383.210287,733,470,0,0
1770684383.222781,567,470,0,0
1770684383.234787,571,470,0,0
1770684383.245029,655,470,0,0
1770684383.257537,583,470,0,0
1770684383.267094,618,470,0,0
1770684383.279306,729,470,0,0
1770684383.289465,838,470,0,0
1770684383.301809,939,470,0,0
1770684383.311649,915,470,0,0
1770684383.324778,923,470,0,0
1770684383.335361,934,470,0,0
1770684383.347001,875,470,0,0
1770684383.35748,958,470,0,0
1770684383.370174,1117,470,0,0
1770684383.380725,1377,470,0,0
1770684383.392796,1422,470,0,0
1770684383.403392,1436,470,0,0
1770684383.416213,1347,470,0,0
1770684383.427041,1486,470,0,0
1770684383.438589,1368,470,0,0
1770684383.449603,1478,470,0,0
1770684383.462632,1439,470,0,0
1770684383.472666,1490,470,0,0
1770684383.485101,1393,470,0,0
1770684383.495523,1432,470,0,0
1770684383.507454,1310,470,0,0
1770684383.517439,1467,470,0,0
1770684383.529458,1324,470,0,0
1770684383.539825,1481,470,0,0
1770684383.551937,1382,470,0,0
1770684383.562226,1450,470,0,0
1770684383.574656,1422,470,0,0
1770684383.585045,1388,470,0,0
1770684383.597193,1422,470,0,0
1770684383.607673,1552,470,0,1
1770684383.621301,1457,470,0,1
1770684383.631686,1367,470,0,1
1770684383.643859,986,470,0,1
1770684383.65466,325,470,0,0
1770684383.667686,38,470,0,0
1770684383.677575,69,470,0,0
1770684383.690426,160,470,0,0
1770684383.700829,83,470,0,0
1770684383.712959,100,470,0,0
1770684383.7234,84,470,0,0
1770684383.736377,115,470,0,0
1770684383.746798,153,470,0,0
1770684383.760427,143,470,0,0
1770684383.771169,161,470,0,0
1770684383.782841,153,470,0,0
1770684383.793101,115,470,0,0
1770684383.804501,182,470,0,0
1770684383.815128,100,470,0,0
1770684383.826967,203,470,0,0
1770684383.836684,135,470,0,0
1770684383.849216,190,470,0,0
1770684383.931543,462,470,0,0
1770684383.944341,379,470,0,0
1770684383.954657,311,470,0,0
1770684383.967235,378,470,0,0
1770684383.97747,309,470,0,0
1770684383.989755,405,470,0,0
1770684384.000815,339,470,0,0
1770684384.012944,353,470,0,0
1770684384.024077,379,470,0,0
1770684384.035726,376,470,0,0
1770684384.046625,380,470,0,0
1770684384.061443,534,470,0,0
1770684384.071843,559,470,0,0
1770684384.084558,493,470,0,0
1770684384.095302,559,470,0,0
1770684384.107789,495,470,0,0
1770684384.118189,560,470,0,0
1770684384.132373,537,470,0,0
1770684384.142455,590,470,0,0
1770684384.155174,647,470,0,0
1770684384.170534,787,470,0,0
1770684384.186173,782,470,0,0
1770684384.198423,680,470,0,0
1770684384.211019,788,470,0,0
1770684384.221022,759,470,0,0
1770684384.232337,766,470,0,0
1770684384.242158,746,470,0,0
1770684384.254727,780,470,0,0
1770684384.264495,908,470,0,0
1770684384.276037,938,470,0,0
1770684384.285368,965,470,0,0
1770684384.297303,990,470,0,0
1770684384.306459,906,470,0,0
1770684384.317876,950,470,0,0
1770684384.327903,951,470,0,0
1770684384.339228,1003,470,0,0
1770684384.348662,891,470,0,0
1770684384.360905,927,470,0,0
1770684384.37091,1131,470,0,0
1770684384.382176,1104,470,0,0
1770684384.391948,1149,470,0,0
1770684384.403591,1163,470,0,0
1770684384.412992,1102,470,0,0
1770684384.425481,1139,470,0,0
1770684384.435042,1156,470,0,0
1770684384.4475,1086,470,0,0
1770684384.458056,1426,470,0,0
1770684384.470614,1483,470,0,0
1770684384.480993,1410,470,0,0
1770684384.494036,1423,470,0,0
1770684384.503457,1366,470,0,0
1770684384.51524,1464,470,0,0
1770684384.5251,1443,470,0,0
1770684384.536519,1691,470,0,0
1770684384.546153,1661,470,0,0
1770684384.558523,1652,470,0,0
1770684384.568156,1637,470,0,0
1770684384.579751,1692,470,0,0
1770684384.589268,1657,470,0,0
1770684384.60174,1713,470,0,0
1770684384.611268,1679,470,0,0
1770684384.62297,1629,470,0,0
1770684384.633857,1659,470,0,0
1770684384.645989,1710,470,0,0
1770684384.655778,1757,470,0,0
1770684384.667559,1652,470,0,0
1770684384.677752,1721,470,0,0
1770684384.688957,1787,470,0,0
1770684384.698816,1646,470,0,0
1770684384.710502,1761,470,0,0
1770684384.720338,1631,470,0,0
1770684384.731687,1784,470,0,0
1770684384.74157,1710,470,0,0
1770684384.7531,1548,470,0,0
1770684384.762018,912,470,0,0
1770684384.773037,412,470,0,0
1770684384.78238,52,470,0,0
1770684384.793277,64,470,0,0
1770684384.802697,164,470,0,0
1770684384.813473,209,470,0,0
1770684384.823076,134,470,0,0
1770684384.834736,128,470,0,0
1770684384.843695,160,470,0,0
1770684384.855808,190,470,0,0
1770684384.865149,195,470,0,0
1770684384.876971,147,470,0,0
1770684384.886713,241,470,0,0
1770684384.898706,229,470,0,0
1770684384.907887,80,470,0,0
1770684384.919003,192,470,0,0
1770684384.928642,208,470,0,0
1770684384.940476,114,470,0,0
1770684384.950045,197,470,0,0
1770684384.961892,108,470,0,0
1770684384.971096,351,470,0,0
1770684384.983395,283,470,0,0
1770684384.993145,370,470,0,0
1770684385.07631,424,470,0,0
1770684385.086262,289,470,0,0
1770684385.098746,365,470,0,0
1770684385.108433,324,470,0,0
1770684385.12172,353,470,0,0
1770684385.131962,512,470,0,0
1770684385.144621,652,470,0,0
1770684385.154909,552,470,0,0
1770684385.167595,499,470,0,0
1770684385.177666,592,470,0,0
1770684385.190177,519,470,0,0
1770684385.200823,650,470,0,0
1770684385.213827,576,470,0,0
1770684385.224631,570,470,0,0
1770684385.237082,629,470,0,0
1770684385.247008,622,470,0,0
1770684385.258672,670,470,0,0
1770684385.268714,612,470,0,0
1770684385.28132,638,470,0,0
1770684385.292214,580,470,0,0
1770684385.303563,590,470,0,0
1770684385.314338,600,470,0,0
1770684385.325932,616,470,0,0
1770684385.335616,635,470,0,0
1770684385.347466,647,470,0,0
1770684385.35692,769,470,0,0
1770684385.368957,819,470,0,0
1770684385.378425,784,470,0,0
1770684385.390689,847,470,0,0
1770684385.400051,855,470,0,0
1770684385.411261,887,470,0,0
1770684385.42145,930,470,0,0
1770684385.433015,930,470,0,0
1770684385.442849,1080,470,0,0
1770684385.454834,1050,470,0,0
1770684385.464884,1086,470,0,0
1770684385.476257,1003,470,0,0
1770684385.48573,1088,470,0,0
1770684385.497611,1030,470,0,0
1770684385.507747,1010,470,0,0
1770684385.519432,1084,470,0,0
1770684385.529256,1201,470,0,0
1770684385.541683,1324,470,0,0
1770684385.551928,1304,470,0,0
1770684385.564408,1288,470,0,0
