timestamp,x,y
1770684388.741773,2014,997
1770684388.754046,1972,1014
1770684388.764109,1971,970
1770684388.776234,1960,1002
1770684388.786633,1992,970
1770684388.79865,1994,982
1770684388.808736,2000,987
1770684388.820588,1993,980
1770684388.829824,2019,989
1770684388.841559,1999,987
