timestamp,x,y
1771000062.28453,1172,647
1771000062.295457,1117,595
1771000062.305262,1099,594
1771000062.317303,1093,588
1771000062.326619,1022,598
1771000062.338481,995,633
1771000062.347807,1061,622
1771000062.359582,1125,624
1771000062.369146,1093,631
1771000062.380948,1082,643
1771000062.390075,989,628
1771000062.401861,1076,617
1771000062.411121,1095,601
1771000062.422178,1118,587
1771000062.431682,1323,523
1771000062.442353,1290,460
1771000062.452066,1273,470
1771000062.462944,1178,430
1771000062.472012,1170,433
1771000062.483405,1207,444
1771000062.492354,1161,438
1771000062.503141,1179,431
1771000062.512618,1238,458
1771000062.524629,1278,453
1771000062.53403,1297,449
1771000062.545455,1276,438
1771000062.555344,1336,448
1771000062.567353,1362,470
1771000062.576258,1289,505
1771000062.588641,1381,536
1771000062.598297,1296,564
1771000062.609947,1205,593
1771000062.619458,1196,557
1771000062.631222,1164,610
1771000062.640614,1123,540
1771000062.652283,1075,586
1771000062.661554,1035,571
1771000062.673848,1448,569
1771000062.68287,1404,424
1771000062.694103,1901,498
1771000062.703664,1896,545
1771000062.715056,1750,540
1771000062.724506,1723,504
1771000062.735921,1723,561
1771000062.745778,1731,550
1771000062.757108,1830,528
1771000062.766714,1700,506
1771000062.778909,1827,518
1771000062.788769,1728,531
1771000062.800277,1839,601
1771000062.809947,1748,515
1771000062.820781,1774,535
1771000062.829932,1659,520
1771000062.841506,1911,602
1771000062.851699,1859,594
1771000062.862082,1871,572
1771000062.871057,1770,521
1771000062.88339,1660,513
1771000062.892635,1944,571
1771000062.905533,1863,542
1771000062.91507,1806,527
1771000062.927437,1927,562
1771000062.936415,1885,556
1771000062.947745,1846,533
1771000062.957427,1761,577
1771000062.968825,1886,588
1771000062.977948,1835,564
1771000062.990087,1870,559
1771000062.999888,1909,583
1771000063.011593,1864,580
1771000063.021786,1929,564
1771000063.033916,2048,588
1771000063.0432,1970,611
1771000063.054917,2034,622
1771000063.064216,2061,629
1771000063.076489,2012,608
1771000063.085791,1990,588
1771000063.097323,1967,540
1771000063.107761,1950,553
1771000063.118724,1998,572
1771000063.128546,1971,555
1771000063.141028,1905,580
1771000063.15138,1983,553
1771000063.163371,1917,559
1771000063.173637,2095,581
1771000063.185633,2054,592
1771000063.195797,2260,597
1771000063.207208,1973,584
1771000063.217203,2169,615
1771000063.300442,1000,866
1771000063.312113,1127,831
1771000063.322096,1229,822
1771000063.334098,1188,814
1771000063.412269,1079,801
1771000063.424314,1147,812
1771000063.433872,1223,846
1771000063.445812,1171,818
1771000063.455881,1199,837
1771000063.466646,1250,829
1771000063.477643,1205,826
