timestamp,x,y
1771004973.066608,837,386
1771004973.077115,823,428
1771004973.088882,677,437
1771004973.098216,728,500
1771004973.11006,750,503
1771004973.11944,800,415
1771004973.130818,955,362
1771004973.141199,943,408
1771004973.152524,972,388
1771004973.161714,983,426
1771004973.173407,964,428
1771004973.183631,949,422
1771004973.195322,951,415
1771004973.204868,987,430
1771004973.216639,949,406
1771004973.226145,1044,423
1771004973.237383,1009,441
1771004973.24694,1018,443
1771004973.258615,1041,428
1771004973.268086,1171,424
1771004973.279369,1186,392
1771004973.289539,1228,383
1771004973.301563,1277,409
1771004973.31092,1266,327
1771004973.322473,1300,333
1771004973.332116,1319,344
1771004973.343627,1432,312
1771004973.352908,1492,349
1771004973.364903,1521,379
1771004973.37389,1553,380
1771004973.385775,1534,379
1771004973.394949,1568,388
1771004973.406515,1621,351
1771004973.415788,1563,331
1771004973.427543,1531,333
1771004973.437401,1534,352
1771004973.448642,1613,351
1771004973.457746,1593,370
1771004973.469415,1523,356
1771004973.479069,1530,383
1771004973.49117,1599,381
1771004973.500425,1580,396
1771004973.512878,1132,513
1771004973.521761,607,590
1771004973.533039,479,679
1771004973.542257,373,712
1771004973.554623,426,687
1771004973.563991,363,630
1771004973.575501,368,638
1771004973.585284,352,632
1771004973.596277,308,613
1771004973.605518,270,597
1771004973.617529,265,545
1771004973.693935,270,560
1771004973.70578,294,560
1771004973.715067,421,602
1771004973.727048,322,657
1771004973.766835,336,732
1771004973.776098,338,719
1771004973.787804,326,662
1771004973.797235,336,618
1771004973.809399,369,613
1771004973.818713,340,635
1771004973.831086,397,691
1771004973.840884,572,703
1771004973.852608,660,692
1771004973.86248,678,666
1771004973.874903,683,706
1771004973.88427,694,700
1771004973.895762,719,734
1771004973.905266,655,693
1771004973.917222,622,677
1771004973.926223,683,690
1771004973.937595,646,695
1771004973.94698,667,712
1771004973.958519,729,719
1771004973.967202,759,693
1771004973.979193,904,721
1771004973.988699,959,757
1771004974.000789,1015,746
1771004974.01016,964,714
1771004974.022372,980,695
1771004974.032171,955,689
1771004974.094462,721,833
1771004974.105853,833,939
1771004974.115601,930,949
1771004974.12675,937,847
1771004974.135753,1096,816
1771004974.147429,1059,778
1771004974.156738,1110,747
1771004974.168661,1091,675
1771004974.178097,1135,696
1771004974.189335,1125,683
1771004974.199442,1311,662
1771004974.210826,1322,677
1771004974.220462,1388,662
1771004974.231523,1393,626
1771004974.242113,1420,607
1771004974.25413,1395,652
1771004974.263882,1412,646
1771004974.275774,1330,620
1771004974.28507,1357,679
1771004974.296547,1446,720
1771004974.306056,1493,670
1771004974.31785,1557,664
1771004974.327425,1548,658
1771004974.338675,1552,677
1771004974.348687,1012,821
